OTU	Kingdom	Phylum	Order	Class	Family	Genus	Species	taxon	taxonomicLevel	trophicMode	guild	trait	growthForm	confidenceRanking	notes	citationSource
ASV72	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	na	na	Nigrospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV73	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Lecythophora	na	na	Lecythophora	13	Symbiotroph	Endophyte	NULL	NULL	Highly Probable	Dark Septate Endophyte, known from plant roots.	Taylor DL, et al. 2014. Ecological Monographs 84:3-20 ((https://esajournals.onlinelibrary.wiley.com/doi/10.1890/12-1693.1))
ASV74	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetales_fam_Incertae_sedis	Spizellomycetales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV75	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila	na	na	Mortierellaceae	9	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	NULL	Microfungus	Possible	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))
ASV76	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	na	na	Ilyonectria	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV77	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Triangularia	na	na	Triangularia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV78	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	na	na	Sistotrema	13	Saprotroph-Symbiotroph	Ectomycorrhizal-Wood Saprotroph	White Rot	Corticioid	Possible	NULL	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (as ECM/not ECM).
ASV79	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Xanthothecium	na	na	Xanthothecium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV80	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Trichoglossum	na	na	Trichoglossum	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV81	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Monographella	na	na	Monographella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV82	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	na	na	Clavulinopsis	13	Saprotroph	Undefined Saprotroph	NULL	Clavarioid	Probable	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))
ASV83	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Wardomycopsis	na	na	Wardomycopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV84	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	na	na	Westerdykella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV85	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	na	na	Clitopilus	13	Saprotroph	Undefined Saprotroph	NULL	Agaricoid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV86	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	na	na	Cystofilobasidium	13	Saprotroph	Leaf Saprotroph	NULL	Yeast	Possible	NULL	Oberwinkler F, et al. 1983. Systematic and Applied Microbiology 41:14-122 ((https://doi.org/10.1016/S0723-2020((83))80039-3))
ASV87	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	na	na	Paraconiothyrium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV88	Ascomycota	Eurotiomycetes	Eurotiomycetes_ord_Incertae_sedis	Eurotiomycetes_fam_Incertae_sedis	Eurotiomycetes_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV89	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	na	na	Subramaniula	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV90	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV91	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Pseudothielavia	na	na	na	na	na	na	na	na	na	na	na
ASV92	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Pseudoophiobolus	na	na	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	NULL	Microfungus	Probable	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV93	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	na	na	na	na	na	na	na	na	na	na	na
ASV94	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Aaosphaeria	na	na	Aaosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	Microfungus	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV95	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatosporaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV96	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremellaceae_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV97	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	na	na	Clitocybe	13	Pathotroph-Saprotroph	NULL	NULL	Agaricoid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV98	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Chaetocapnodium	na	na	Capnodiaceae	9	Saprotroph	Undefined Saprotroph	NULL	Microfungus	Probable	Most species are apparently saprobic, usually on insect exudates on leaves and branches (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV99	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Mariannaea	na	na	Nectriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	NULL	Microfungus	Possible	Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))
ASV100	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	na	na	Phaeosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV101	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	na	na	na	na	na	na	na	na	na	na	na
ASV102	Ascomycota	Dothideomycetes	Mytilinidales	Mytilinidales_fam_Incertae_sedis	Mytilinidales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV103	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Infundichalara	na	na	Infundichalara	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV104	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophaeosphaeria	na	na	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	NULL	Microfungus	Probable	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV105	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Neosartorya	na	na	Neosartorya	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV106	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	na	na	Metacordyceps	13	Pathotroph	Insect Pathogen	NULL	Cordyceptoid	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV107	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	na	na	na	na	na	na	na	na	na	na	na
ASV108	Ascomycota	Sordariomycetes	Branch06	Branch06_fam_Incertae_sedis	Branch06_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV109	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	na	na	na	na	na	na	na	na	na	na	na
ASV110	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Gonytrichum	na	na	Gonytrichum	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV111	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Echria	na	na	Echria	13	Saprotroph	Dung Saprotroph-Wood Saprotroph	NULL	Microfungus	Possible	NULL	Kruys A, et al. 2014. Fungal Diversity 70:101-113 ((https://doi.org/10.1007/s13225-014-0296-3))
ASV112	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Pezizomycotina_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV113	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	Tetraploa	na	na	Tetraploa	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV114	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Dinemasporium	na	na	Dinemasporium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV115	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	na	na	Rhodotorula	13	Pathotroph-Saprotroph	Animal Endosymbiont-Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph	NULL	Yeast	Probable	Opportunistic human pathogen	https://www.cdc.gov ((https://www.cdc.gov))
ASV116	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pezizaceae_gen_Incertae_sedis	na	na	Pezizaceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	NULL	Pezizoid	Possible	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV117	Ascomycota	Dothideomycetes	Venturiales	Venturiales_fam_Incertae_sedis	Venturiales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV118	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Coniothyrium	na	na	Coniothyrium	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Soft Rot	Microfungus	Highly Probable	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58642-664 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
ASV119	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Dichotomopilus	na	na	Dichotomopilus	13	Saprotroph	Undefined Saprotroph	NULL	Microfungus	Possible	NULL	Wang XW, et al. 2016. Studies in Mycology 84:145-224 ((http://doi.org/10.1016/j.simyco.2016.11.005))
ASV120	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Microdochium	na	na	Amphisphaeriaceae	9	Saprotroph	Undefined Saprotroph	NULL	NULL	Possible	Saprobes or weak parasites of leaves, stems, etc., often appearing as secondary colonizers following damage to plants by other agents (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
ASV121	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Tricellula	na	na	na	na	na	na	na	na	na	na	na
ASV122	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	na	na	Articulospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV123	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyosporiaceae_gen_Incertae_sedis	na	na	Dictyosporiaceae	9	Saprotroph	Undefined Saprotroph	NULL	Microfungus	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV124	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Arnium	na	na	Arnium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	NULL	NULL	Highly Probable	NULL	Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV125	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	na	na	Zopfiella	13	Saprotroph	Dung Saprotroph	NULL	NULL	Highly Probable	NULL	Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV126	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Anthostomella	na	na	Anthostomella	13	Saprotroph-Symbiotroph	Endophyte-Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV127	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	na	na	Filobasidium	13	Saprotroph	Undefined Saprotroph	NULL	Facultative Yeast	Highly Probable	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)
ASV128	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	na	na	Trechispora	13	Saprotroph	Wood Saprotroph	White Rot	Corticioid	Highly Probable	NULL	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as Uncertain); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM).
ASV129	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Onygenales_gen_Incertae_sedis	na	na	na	na	na	na	na	na	na	na	na
ASV130	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	na	na	na	na	na	na	na	na	na	na	na
ASV131	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	na	na	Nectriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	NULL	Microfungus	Possible	Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))
ASV132	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	na	na	Paraphaeosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
ASV133	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	na	na	Trametes	13	Saprotroph	Wood Saprotroph	White Rot	Polyporoid	Highly Probable	NULL	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)
ASV134	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	na	na	Scytalidium	13	Saprotroph	Wood Saprotroph	Soft Rot	NULL	Probable	NULL	Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
